11 0.881043 0.027324 0.146529 1 1.000000
5 0.458176 0.198646 0.285702 1 1.000000
2 0.520614 0.226269 0.260913 2 1.000000
10 0.368973 171.061257 0.323453 1 1.000000
9 0.352622 0.051868 0.330650 1 1.000000
3 0.341974 0.050460 0.335381 2 1.000000
5 0.318796 0.083349 0.345791 1 1.000000
2 0.229183 0.212651 0.387374 2 1.000000
5 0.206635 0.261860 0.398128 1 1.000000
11 0.210472 0.095671 0.396291 1 1.000000
7 0.195261 0.048489 0.403592 1 1.000000
11 0.193236 -0.003068 0.384915 2 1.000000
7 0.217050 0.156913 0.393148 2 1.000000
7 0.225228 2.341500 0.389252 1 1.000000
10 0.208221 54.547552 0.397369 1 1.000000
2 0.215897 0.210542 0.393698 2 1.000000
7 0.158628 0.062374 0.421345 1 1.000000
7 0.168972 2.341500 0.416309 1 1.000000
7 0.198889 0.170941 0.401846 2 1.000000
7 0.164213 2.341500 0.418623 1 1.000000
7 0.161251 0.021348 0.420066 1 1.000000
10 0.155618 439.249787 0.422813 1 1.000000
6 0.162661 0.001214 0.418664 2 1.000000
5 0.120111 0.526919 0.440232 1 1.000000
7 0.125771 0.170941 0.437444 2 1.000000
7 0.142721 2.341500 0.429120 1 1.000000
10 0.139213 47.067440 0.430839 1 1.000000
2 0.119344 0.206595 0.440609 2 1.000000
2 0.119277 0.309757 0.440642 1 1.000000
6 0.130536 0.003125 0.435100 2 1.000000
1 0.133352 8.000000 0.431767 1 1.000000
11 0.118946 -0.071980 0.440806 2 1.000000
7 0.126932 0.021348 0.436873 1 1.000000
5 0.127806 0.019629 0.436443 2 1.000000
7 0.097270 0.170941 0.451518 2 1.000000
2 0.129970 0.324112 0.435378 1 1.000000
7 0.100058 0.027152 0.450137 1 1.000000
7 0.117454 2.341500 0.441541 1 1.000000
7 0.135846 0.170941 0.432492 2 1.000000
7 0.117861 2.341500 0.441341 1 1.000000
7 0.103734 0.170941 0.448318 2 1.000000
7 0.092313 2.341500 0.453974 1 1.000000
7 0.103099 0.021348 0.448632 1 1.000000
8 0.097640 0.072971 0.451334 2 1.000000
10 0.109327 54.547552 0.445553 1 1.000000
5 0.094286 1.852719 0.452996 1 1.000000
6 0.102457 0.003409 0.448950 2 1.000000
4 0.111854 0.131022 0.444305 1 1.000000
6 0.096663 0.000380 0.451738 2 1.000000
10 0.108292 374.251526 0.446065 1 1.000000
4 0.087341 0.389265 0.456440 2 1.000000
8 0.100461 0.385827 0.449938 1 1.000000
2 0.112668 0.215776 0.443903 2 1.000000
5 0.090823 0.151959 0.454713 1 1.000000
6 0.092277 0.003125 0.453992 2 1.000000
8 0.086575 0.378759 0.456821 1 1.000000
4 0.081038 0.389265 0.459569 2 1.000000
7 0.093621 2.341500 0.453326 1 1.000000
7 0.089725 0.170941 0.455257 2 1.000000
2 0.086939 0.324112 0.456640 1 1.000000
7 0.084571 0.021348 0.457815 1 1.000000
2 0.106425 0.172459 0.446987 2 1.000000
7 0.085008 0.039977 0.457598 1 1.000000
9 0.094251 0.049037 0.453014 1 1.000000
7 0.085695 0.186190 0.457257 2 1.000000
11 0.082809 0.025701 0.458690 2 1.000000
11 0.076823 0.105081 0.461664 1 1.000000
1 0.078492 8.000000 0.457836 1 1.000000
8 0.076493 0.089686 0.461828 2 1.000000
7 0.087936 0.027152 0.456145 1 1.000000
7 0.082140 2.341500 0.459022 1 1.000000
10 0.085265 35.868586 0.457470 1 1.000000
8 0.076231 0.064545 0.461958 2 1.000000
7 0.066811 0.021348 0.466644 1 1.000000
9 0.078695 0.049037 0.460734 1 1.000000
6 0.075368 0.003835 0.462387 2 1.000000
4 0.082778 0.117166 0.458705 1 1.000000
2 0.077420 0.206595 0.461367 2 1.000000
5 0.079197 0.228040 0.460484 1 1.000000
6 0.061029 0.001214 0.468478 2 1.000000
2 0.070731 0.305235 0.464693 1 1.000000
4 0.080087 0.389265 0.460042 2 1.000000
10 0.076340 670.248200 0.461904 1 1.000000
2 0.064541 0.215552 0.467774 2 1.000000
4 0.063794 0.133860 0.468146 1 1.000000
8 0.062031 0.177782 0.469024 2 1.000000
5 0.059287 0.041398 0.470391 1 1.000000
8 0.064612 0.094988 0.467739 2 1.000000
4 0.070025 0.088194 0.465045 1 1.000000
8 0.064591 0.091977 0.467749 2 1.000000
4 0.058750 0.088194 0.470659 1 1.000000
8 0.055191 0.094988 0.472432 2 1.000000
6 0.056915 0.000024 0.471177 1 1.000000
11 0.062330 -0.275542 0.468875 2 1.000000
7 0.070954 0.016921 0.464582 1 1.000000
7 0.068249 2.341500 0.465928 1 1.000000
7 0.077855 0.186190 0.461151 2 1.000000
2 0.073646 0.324112 0.463243 1 1.000000
6 0.074043 0.003835 0.463046 2 1.000000
4 0.058395 0.240764 0.470836 1 1.000000
